time,ax,ay,az,speed,label
2.41,0.504,0.036,1.292,0.001,still
2.42,0.505,0.059,1.192,-0.0,still
2.43,0.514,0.049,1.08,-0.001,still
2.44,0.513,0.042,0.939,-0.0,still
2.45,0.496,0.066,0.773,0.001,still
2.46,0.468,0.119,0.599,0.001,still
2.47,0.437,0.174,0.44,-0.0,still
2.48,0.408,0.203,0.304,-0.001,still
2.49,0.392,0.194,0.196,-0.0,still
2.5,0.402,0.147,0.117,0.001,still
2.51,0.439,0.07,0.072,0.001,still
2.52,0.493,-0.02,0.058,-0.001,still
2.53,0.546,-0.107,0.064,-0.001,still
2.54,0.589,-0.176,0.073,0.0,still
2.55,0.621,-0.228,0.071,0.001,still
2.56,0.645,-0.271,0.054,0.0,still
2.57,0.66,-0.309,0.017,-0.001,still
2.58,0.666,-0.337,-0.041,-0.001,still
2.59,0.668,-0.347,-0.111,0.0,still
2.6,0.675,-0.346,-0.172,0.001,still
2.61,0.689,-0.348,-0.196,0.0,still
2.62,0.697,-0.364,-0.172,-0.001,still
2.63,0.68,-0.382,-0.116,-0.001,still
2.64,0.636,-0.383,-0.063,0.0,still
2.65,0.584,-0.361,-0.043,0.001,still
2.66,0.55,-0.33,-0.06,0.0,still
2.67,0.543,-0.309,-0.097,-0.001,still
2.68,0.551,-0.296,-0.134,-0.001,still
2.69,0.547,-0.266,-0.162,0.0,still
2.7,0.517,-0.196,-0.182,0.001,still
2.71,0.464,-0.093,-0.198,0.0,still
2.72,0.408,0.008,-0.214,-0.001,still
2.73,0.371,0.068,-0.233,-0.001,still
2.74,0.362,0.079,-0.257,0.0,still
2.75,0.375,0.062,-0.284,0.001,still
2.76,0.394,0.049,-0.304,0.0,still
2.77,0.402,0.06,-0.31,-0.001,still
2.78,0.397,0.091,-0.303,-0.001,still
2.79,0.392,0.126,-0.299,0.0,still
2.8,0.4,0.148,-0.309,0.001,still
2.81,0.427,0.146,-0.336,0.0,still
2.82,0.465,0.117,-0.371,-0.001,still
2.83,0.507,0.07,-0.403,-0.001,still
2.84,0.555,0.018,-0.431,0.0,still
2.85,0.612,-0.021,-0.457,0.001,still
2.86,0.672,-0.044,-0.468,0.0,still
2.87,0.718,-0.06,-0.442,-0.001,still
2.88,0.732,-0.083,-0.362,-0.001,still
2.89,0.718,-0.121,-0.238,0.0,still
2.9,0.698,-0.162,-0.112,0.001,still
2.91,0.697,-0.189,-0.031,0.0,still
2.92,0.721,-0.189,-0.017,-0.001,still
2.93,0.758,-0.166,-0.052,-0.001,still
2.94,0.792,-0.136,-0.094,0.0,still
2.95,0.812,-0.113,-0.103,0.001,still
2.96,0.815,-0.102,-0.067,0.0,still
2.97,0.801,-0.099,0.004,-0.001,still
2.98,0.774,-0.104,0.083,-0.001,still
2.99,0.745,-0.116,0.143,0.0,still
3.0,0.726,-0.129,0.167,0.001,still
3.01,0.724,-0.126,0.152,0.0,still
3.02,0.728,-0.096,0.113,-0.001,still
3.03,0.72,-0.039,0.076,-0.001,still
3.04,0.695,0.024,0.062,0.0,still
3.05,0.667,0.067,0.076,0.001,still
3.06,0.654,0.081,0.101,0.0,still
3.07,0.663,0.075,0.113,-0.001,still
3.08,0.681,0.067,0.099,-0.001,still
3.09,0.69,0.068,0.066,0.0,still
3.1,0.682,0.078,0.034,0.001,still
3.11,0.662,0.093,0.021,0.0,still
3.12,0.641,0.106,0.03,-0.001,still
3.13,0.628,0.116,0.042,-0.001,still
3.14,0.621,0.123,0.037,0.001,still
3.15,0.618,0.124,0.012,0.001,still
3.16,0.612,0.122,-0.015,0.0,still
3.17,0.597,0.118,-0.013,-0.001,still
3.18,0.569,0.115,0.039,-0.001,still
3.19,0.528,0.111,0.127,0.001,still
3.2,0.486,0.102,0.215,0.001,still
3.21,0.454,0.093,0.261,0.0,still
3.22,0.438,0.092,0.244,-0.001,still
3.23,0.435,0.102,0.172,-0.001,still
3.24,0.434,0.119,0.075,0.001,still
3.25,0.427,0.134,-0.01,0.002,still
3.26,0.408,0.146,-0.057,-0.0,still
3.27,0.379,0.158,-0.058,-0.002,still
3.28,0.348,0.169,-0.029,-0.001,still
3.29,0.327,0.172,-0.003,0.002,still
3.3,0.328,0.152,-0.014,0.003,still
3.31,0.351,0.113,-0.068,-0.001,still
3.32,0.384,0.068,-0.139,-0.005,still
3.33,0.406,0.039,-0.18,-0.001,still
3.34,0.401,0.031,-0.164,0.016,still
3.35,0.369,0.034,-0.104,0.038,still
3.36,0.321,0.04,-0.044,0.054,still
3.37,0.271,0.051,-0.023,0.059,still
3.38,0.23,0.069,-0.046,0.055,still
3.39,0.201,0.089,-0.088,0.051,still
3.41,0.18,0.093,-0.119,0.052,still
3.42,0.161,0.072,-0.13,0.054,still
3.43,0.143,0.04,-0.13,0.055,still
3.44,0.124,0.023,-0.136,0.054,still
3.45,0.105,0.03,-0.156,0.052,still
3.46,0.09,0.046,-0.184,0.053,still
3.47,0.08,0.037,-0.21,0.054,still
3.49,0.073,-0.011,-0.225,0.055,still
3.5,0.068,-0.083,-0.226,0.053,still
3.51,0.063,-0.147,-0.217,0.053,still
3.52,0.055,-0.184,-0.209,0.053,still
3.53,0.042,-0.196,-0.213,0.054,still
3.54,0.026,-0.197,-0.237,0.054,still
3.55,0.011,-0.196,-0.276,0.053,still
3.56,-0.0,-0.189,-0.319,0.053,still
3.57,-0.01,-0.17,-0.352,0.054,still
3.58,-0.028,-0.139,-0.37,0.054,still
3.6,-0.059,-0.104,-0.38,0.054,still
3.62,-0.1,-0.072,-0.39,0.053,still
3.64,-0.136,-0.048,-0.403,0.053,still
3.66,-0.157,-0.035,-0.416,0.054,still
3.67,-0.162,-0.027,-0.422,0.054,still
3.68,-0.165,-0.017,-0.419,0.054,still
3.69,-0.178,0.001,-0.411,0.053,still
3.7,-0.2,0.026,-0.402,0.053,still
3.71,-0.22,0.047,-0.391,0.054,still
3.72,-0.233,0.052,-0.367,0.054,still
3.73,-0.243,0.036,-0.324,0.054,still
3.74,-0.255,0.01,-0.262,0.053,still
3.75,-0.273,-0.013,-0.195,0.053,still
3.76,-0.291,-0.026,-0.139,0.054,still
3.77,-0.302,-0.034,-0.101,0.054,still
3.78,-0.308,-0.049,-0.082,0.054,still
3.79,-0.313,-0.074,-0.081,0.053,still
3.8,-0.32,-0.1,-0.091,0.053,still
3.81,-0.33,-0.118,-0.096,0.054,still
3.82,-0.347,-0.128,-0.072,0.054,still
3.83,-0.375,-0.139,-0.0,0.054,still
3.84,-0.415,-0.158,0.106,0.053,still
3.85,-0.459,-0.184,0.206,0.053,still
3.86,-0.498,-0.204,0.261,0.054,still
3.87,-0.532,-0.208,0.271,0.054,still
3.88,-0.569,-0.196,0.276,0.054,still
3.89,-0.619,-0.178,0.312,0.053,still
3.9,-0.68,-0.165,0.372,0.053,still
3.91,-0.736,-0.158,0.406,0.054,still
3.92,-0.774,-0.146,0.363,0.054,still
3.93,-0.792,-0.124,0.241,0.054,still
3.94,-0.797,-0.093,0.081,0.053,still
3.95,-0.797,-0.064,-0.068,0.053,still
3.96,-0.794,-0.046,-0.18,0.054,still
3.97,-0.793,-0.035,-0.25,0.054,still
3.98,-0.805,-0.025,-0.266,0.054,still
3.99,-0.84,-0.017,-0.214,0.053,still
4.0,-0.889,-0.026,-0.107,0.053,still
4.01,-0.925,-0.064,0.005,0.054,still
4.02,-0.924,-0.126,0.06,0.054,still
4.03,-0.887,-0.191,0.033,0.054,still
4.04,-0.84,-0.236,-0.044,0.053,still
4.05,-0.817,-0.255,-0.112,0.053,still
4.06,-0.824,-0.255,-0.141,0.054,still
4.07,-0.841,-0.244,-0.144,0.054,still
4.08,-0.841,-0.225,-0.154,0.054,still
4.09,-0.811,-0.2,-0.19,0.053,still
4.1,-0.762,-0.178,-0.245,0.053,still
4.11,-0.715,-0.166,-0.306,0.054,still
4.12,-0.682,-0.162,-0.363,0.054,still
4.13,-0.663,-0.145,-0.41,0.054,still
4.14,-0.651,-0.096,-0.435,0.053,still
4.15,-0.638,-0.019,-0.433,0.053,still
4.16,-0.62,0.058,-0.413,0.054,still
4.17,-0.592,0.107,-0.395,0.055,still
4.18,-0.552,0.122,-0.393,0.054,still
4.19,-0.504,0.121,-0.393,0.053,still
4.2,-0.457,0.127,-0.377,0.053,still
4.21,-0.421,0.149,-0.337,0.054,still
4.22,-0.403,0.176,-0.292,0.055,still
4.23,-0.398,0.197,-0.256,0.054,still
4.24,-0.398,0.204,-0.222,0.052,still
4.25,-0.397,0.199,-0.168,0.052,still
4.26,-0.394,0.179,-0.079,0.055,still
4.27,-0.396,0.145,0.032,0.056,still
4.28,-0.408,0.104,0.136,0.054,still
4.29,-0.436,0.071,0.211,0.051,still
4.3,-0.479,0.057,0.257,0.051,still
4.31,-0.529,0.058,0.286,0.056,still
4.32,-0.575,0.057,0.302,0.059,still
4.33,-0.607,0.044,0.304,0.054,still
4.34,-0.625,0.022,0.292,0.037,still
4.35,-0.638,0.003,0.274,0.016,still
4.36,-0.66,-0.007,0.258,0.0,still
4.37,-0.697,-0.014,0.247,-0.005,still
4.38,-0.742,-0.026,0.235,-0.002,still
4.39,-0.779,-0.046,0.212,0.002,still
4.4,-0.799,-0.066,0.174,0.002,still
4.41,-0.807,-0.082,0.123,-0.0,still
4.42,-0.816,-0.099,0.062,-0.002,still
4.43,-0.835,-0.125,0.001,-0.001,still
4.44,-0.859,-0.157,-0.055,0.001,still
4.45,-0.877,-0.182,-0.104,0.001,still
4.46,-0.881,-0.194,-0.158,-0.0,still
4.47,-0.873,-0.197,-0.226,-0.001,still
4.48,-0.864,-0.202,-0.302,-0.001,still
4.49,-0.861,-0.217,-0.366,0.001,still
4.5,-0.868,-0.237,-0.394,0.001,still
4.51,-0.884,-0.253,-0.387,-0.0,still
4.52,-0.904,-0.264,-0.365,-0.001,still
4.53,-0.914,-0.281,-0.355,-0.0,still
4.54,-0.899,-0.309,-0.373,0.0,still
4.55,-0.854,-0.343,-0.42,0.001,still
4.56,-0.79,-0.362,-0.486,0.0,still
4.57,-0.728,-0.355,-0.556,-0.001,still
4.58,-0.687,-0.323,-0.607,-0.0,still
4.59,-0.661,-0.284,-0.621,0.0,still
4.6,-0.636,-0.255,-0.593,0.001,still
4.61,-0.603,-0.242,-0.538,0.0,still
4.62,-0.569,-0.241,-0.48,-0.0,still
4.63,-0.547,-0.24,-0.439,-0.0,still
4.64,-0.54,-0.23,-0.417,0.0,still
4.65,-0.538,-0.203,-0.409,0.0,still
4.66,-0.531,-0.158,-0.414,0.0,still
4.67,-0.519,-0.099,-0.429,-0.0,still
4.68,-0.509,-0.039,-0.439,-0.0,still
4.69,-0.506,0.008,-0.419,0.0,still
4.7,-0.507,0.033,-0.355,0.0,still
4.71,-0.508,0.039,-0.263,0.0,still
4.72,-0.509,0.035,-0.18,-0.0,still
4.73,-0.508,0.027,-0.136,-0.0,still
4.74,-0.493,0.014,-0.132,0.0,still
4.75,-0.452,-0.01,-0.143,0.0,still
4.76,-0.387,-0.046,-0.143,0.0,still
4.77,-0.32,-0.089,-0.121,-0.0,still
4.78,-0.279,-0.129,-0.078,-0.0,still
4.79,-0.264,-0.16,-0.019,0.0,still
4.8,-0.251,-0.174,0.044,0.0,still
4.81,-0.213,-0.167,0.098,0.0,still
4.82,-0.158,-0.14,0.137,-0.0,still
4.83,-0.117,-0.097,0.17,-0.0,still
4.84,-0.115,-0.054,0.213,0.0,still
4.86,-0.14,-0.024,0.265,0.0,still
4.87,-0.156,-0.014,0.301,0.0,still
4.88,-0.147,-0.018,0.291,-0.0,still
4.9,-0.129,-0.023,0.239,-0.0,still
4.91,-0.136,-0.019,0.189,0.0,still
4.92,-0.181,-0.001,0.18,0.0,still
4.94,-0.241,0.028,0.209,0.0,still
4.95,-0.283,0.062,0.229,-0.0,still
4.96,-0.295,0.095,0.198,-0.0,still
4.97,-0.29,0.122,0.117,0.0,still
4.98,-0.284,0.138,0.023,0.0,still
4.99,-0.285,0.147,-0.054,0.0,still
5.0,-0.288,0.158,-0.118,-0.0,still
5.01,-0.292,0.177,-0.189,-0.0,still
5.02,-0.297,0.195,-0.266,0.0,still
5.03,-0.301,0.196,-0.329,0.0,still
5.04,-0.296,0.17,-0.362,0.0,still
5.05,-0.277,0.122,-0.371,-0.0,still
5.06,-0.253,0.075,-0.379,-0.0,still
5.07,-0.24,0.049,-0.391,0.0,still
5.08,-0.246,0.048,-0.395,0.0,still
5.09,-0.259,0.059,-0.387,0.0,still
5.1,-0.26,0.061,-0.382,-0.0,still
5.11,-0.245,0.046,-0.402,-0.0,still
5.12,-0.223,0.018,-0.444,0.0,still
5.13,-0.206,-0.01,-0.481,0.0,still
5.14,-0.194,-0.028,-0.493,0.0,still
5.15,-0.176,-0.035,-0.492,-0.0,still
5.16,-0.145,-0.034,-0.517,-0.0,still
5.17,-0.107,-0.028,-0.588,-0.0,still
5.18,-0.072,-0.019,-0.687,0.0,still
5.19,-0.042,-0.009,-0.773,0.0,still
5.2,-0.01,-0.003,-0.816,-0.0,still
5.21,0.031,-0.01,-0.823,-0.0,still
5.22,0.076,-0.033,-0.819,-0.0,still
5.23,0.115,-0.068,-0.821,0.0,still
5.24,0.142,-0.099,-0.833,0.0,still
5.25,0.161,-0.11,-0.846,-0.0,still
5.26,0.179,-0.096,-0.85,-0.0,still
5.27,0.198,-0.065,-0.843,-0.0,still
5.28,0.215,-0.037,-0.825,0.0,still
5.29,0.233,-0.024,-0.795,0.0,still
5.3,0.258,-0.03,-0.744,-0.0,still
5.31,0.291,-0.052,-0.65,-0.0,still
5.32,0.327,-0.083,-0.49,-0.0,still
5.33,0.356,-0.121,-0.267,0.0,still
5.34,0.375,-0.158,-0.025,0.0,still
5.35,0.394,-0.189,0.168,-0.0,still
5.36,0.424,-0.209,0.269,-0.0,still
5.37,0.466,-0.221,0.294,-0.0,still
5.38,0.507,-0.231,0.301,0.0,still
5.39,0.536,-0.243,0.336,0.0,still
5.4,0.551,-0.256,0.395,-0.0,still
5.41,0.56,-0.257,0.437,-0.0,still
5.42,0.571,-0.232,0.436,-0.0,still
5.43,0.58,-0.171,0.404,0.0,still
5.44,0.578,-0.08,0.372,0.0,still
5.45,0.561,0.022,0.361,-0.0,still
5.46,0.536,0.106,0.363,-0.0,still
5.47,0.511,0.151,0.362,-0.0,still
5.48,0.486,0.151,0.359,0.0,still
5.49,0.457,0.128,0.361,0.0,still
5.5,0.423,0.106,0.366,-0.0,still
5.51,0.389,0.103,0.357,-0.0,still
5.52,0.361,0.119,0.319,-0.0,still
5.53,0.337,0.141,0.256,0.0,still
5.54,0.314,0.159,0.181,0.0,still
5.55,0.289,0.17,0.11,-0.0,still
5.56,0.269,0.17,0.049,-0.0,still
5.57,0.257,0.161,0.005,-0.0,still
5.58,0.248,0.152,-0.018,0.0,still
5.59,0.232,0.149,-0.029,0.0,still
5.6,0.211,0.147,-0.051,-0.0,still
5.61,0.206,0.124,-0.11,-0.0,still
5.62,0.23,0.059,-0.206,-0.0,still
5.63,0.264,-0.025,-0.308,0.0,still
5.64,0.258,-0.063,-0.383,0.0,still
5.65,0.178,0.006,-0.432,-0.0,still
5.66,0.049,0.167,-0.486,-0.0,still
5.67,-0.055,0.308,-0.56,-0.0,still
5.68,-0.065,0.295,-0.617,0.0,still
5.69,0.023,0.079,-0.592,0.0,still
5.7,0.146,-0.258,-0.451,-0.0,still
5.71,0.239,-0.574,-0.24,-0.0,still
5.72,0.285,-0.769,-0.057,-0.0,still
5.73,0.311,-0.844,0.015,0.0,still
5.74,0.34,-0.852,-0.034,0.0,still
5.75,0.355,-0.813,-0.152,-0.0,still
5.76,0.32,-0.701,-0.277,-0.0,still
5.77,0.226,-0.502,-0.379,-0.0,still
5.78,0.119,-0.269,-0.455,0.0,still
5.79,0.061,-0.104,-0.496,0.0,still
5.8,0.076,-0.069,-0.478,-0.0,still
5.81,0.134,-0.131,-0.38,-0.0,still
5.82,0.178,-0.199,-0.217,-0.0,still
5.83,0.181,-0.207,-0.044,0.0,still
5.84,0.154,-0.163,0.081,0.0,still
5.85,0.119,-0.111,0.128,-0.0,still
5.86,0.076,-0.058,0.117,-0.0,still
5.87,-0.002,0.042,0.09,-0.0,still
5.88,-0.138,0.234,0.082,0.0,still
5.89,-0.308,0.48,0.105,0.0,still
5.9,-0.435,0.649,0.152,-0.0,still
5.91,-0.424,0.593,0.217,-0.0,still
5.92,-0.22,0.249,0.301,-0.0,still
5.93,0.145,-0.307,0.401,0.0,still
5.94,0.559,-0.893,0.508,0.0,still
5.95,0.893,-1.317,0.602,-0.0,still
5.96,1.073,-1.471,0.662,-0.0,still
5.97,1.114,-1.374,0.673,-0.0,still
